user_id,item_id,title,genre,runtime_minutes,year,gender,age,occupation,location,timestamp,rating
1638,3625,Better Living Through Circuitry (1999),Documentary,Long,90s,F,18-24,technician-engineer,CA,2000-11-21 20:43:53,4
550,472,I'll Do Anything (1994),Comedy|Drama,Long,90s,M,45-49,farmer,N/A,2000-12-07 05:49:25,4
19,2574,"Out-of-Towners, The (1999)",Comedy,Long,90s,M,<18,K-12 student,MI,2001-02-14 22:46:31,3
48,1398,In Love and War (1996),Romance|War,Long,90s,M,25-34,college-grad student,CA,2000-12-28 14:15:13,3
1,1907,Mulan (1998),Animation|Children's,Long,90s,F,<18,K-12 student,MI,2001-01-06 23:38:50,4
131,1794,Love and Death on Long Island (1997),Comedy|Drama,Long,90s,M,18-24,college-grad student,CT,2000-12-22 03:19:44,4
390,3351,Two Thousand Maniacs! (1964),Horror,Long,60s,M,25-34,college-grad student,MN,2000-12-08 19:40:54,4
48,2050,Herbie Goes Bananas (1980),Adventure|Children's|Comedy,Long,80s,M,25-34,college-grad student,CA,2000-12-29 05:16:19,2
131,728,Cold Comfort Farm (1995),Comedy,Long,90s,M,18-24,college-grad student,CT,2000-12-24 01:02:28,3
390,1255,Bad Taste (1987),Comedy|Horror,Long,80s,M,25-34,college-grad student,MN,2000-12-08 18:38:17,4
850,3223,"Zed & Two Noughts, A (1985)",Drama,Long,80s,M,35-44,other,IL,2000-11-27 18:52:31,5
1088,2172,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)",Comedy,Long,90s,F,<18,K-12 student,WA,2002-06-28 07:38:21,3
1470,859,"Hippie Revolution, The (1996)",Documentary,Long,90s,M,18-24,college-grad student,CA,2000-11-21 20:41:05,2
15,1645,"Devil's Advocate, The (1997)",Crime|Horror|Mystery|Thriller,Long,90s,M,25-34,executive-managerial,VA,2000-12-30 21:37:08,3
507,2708,"Autumn Tale, An (Conte d'automne) (1998)",Romance,Long,90s,F,25-34,other,MN,2001-01-09 18:14:43,4
107,1925,Wings (1927),Drama|Romance|War,Long,20s,M,45-49,tradesman-craftsman,MO,2000-12-23 01:26:19,4
1181,1121,Glory Daze (1996),Drama,Long,90s,M,35-44,executive-managerial,MD,2000-12-06 01:05:24,3
1470,1118,Tashunga (1995),Adventure|Western,Long,90s,M,18-24,college-grad student,CA,2000-11-21 20:43:33,2
15,2702,Summer of Sam (1999),Drama,Long,90s,M,25-34,executive-managerial,VA,2000-12-30 17:20:48,1
59,3089,"Bicycle Thief, The (Ladri di biciclette) (1948)",Drama,Long,40s,F,50-55,academic-educator,MN,2000-12-27 16:25:57,4
48,1526,Fathers' Day (1997),Comedy,Long,90s,M,25-34,college-grad student,CA,2000-12-30 03:39:40,2
53,2038,"Cat from Outer Space, The (1978)",Children's|Comedy|Sci-Fi,Long,70s,M,25-34,other,GU,2000-12-27 20:29:19,4
18,3479,Ladyhawke (1985),Adventure|Fantasy|Romance,Long,80s,F,18-24,clerical-admin,CA,2000-12-30 05:33:29,5
513,3214,American Flyers (1985),Drama,Long,80s,M,25-34,other,MN,2000-12-07 16:17:34,4
19,1258,"Shining, The (1980)",Horror,Long,80s,M,<18,K-12 student,MI,2001-01-03 20:51:44,5
424,332,Village of the Damned (1995),Horror|Sci-Fi,Long,90s,M,25-34,technician-engineer,MN,2002-04-01 20:39:19,3
195,67,Two Bits (1995),Drama,Long,90s,M,25-34,programmer,NY,2001-11-24 04:48:40,4
19,2568,"Mod Squad, The (1999)",Action|Crime,Long,90s,M,<18,K-12 student,MI,2001-01-13 23:44:09,3
327,3610,Roustabout (1964),Musical,Long,60s,M,35-44,tradesman-craftsman,MN,2000-12-09 21:38:50,1
195,1922,Whatever (1998),Drama,Long,90s,M,25-34,programmer,NY,2001-01-11 03:42:21,5
17,1779,Sphere (1998),Adventure|Sci-Fi|Thriller,Long,90s,M,50-55,academic-educator,CA,2000-12-30 06:42:16,2
1794,1520,Commandments (1997),Romance,Long,90s,M,25-34,lawyer,MD,2000-11-20 08:09:27,1
12,1252,Chinatown (1974),Film-Noir|Mystery|Thriller,Long,70s,M,25-34,programmer,FL,2000-12-30 23:50:37,3
53,3747,Jesus' Son (1999),Drama,Long,90s,M,25-34,other,GU,2000-12-28 06:20:09,5
17,329,Star Trek: Generations (1994),Action|Adventure|Sci-Fi,Long,90s,M,50-55,academic-educator,CA,2000-12-30 07:24:28,3
1078,2711,My Life So Far (1999),Drama,Long,90s,F,45-49,homemaker,CA,2000-11-23 00:30:37,5
5795,591,Tough and Deadly (1995),Action|Drama|Thriller,Long,90s,M,25-34,academic-educator,CA,2000-05-12 15:27:33,1
17,1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,Long,80s,M,50-55,academic-educator,CA,2000-12-30 07:16:56,4
3860,868,Death in Brunswick (1991),Comedy,Long,90s,M,45-49,technician-engineer,OH,2000-08-09 22:21:50,3
225,469,"House of the Spirits, The (1993)",Drama|Romance,Long,90s,M,25-34,executive-managerial,NY,2000-12-15 20:27:27,2
2,3095,"Grapes of Wrath, The (1940)",Drama,Long,40s,M,>56,self-employed,LA,2000-12-31 21:35:17,4
12,999,2 Days in the Valley (1996),Crime,Long,90s,M,25-34,programmer,FL,2000-12-30 23:22:48,4
1333,853,Dingo (1992),Drama,Long,90s,M,25-34,technician-engineer,CT,2000-11-21 03:47:25,5
28,1660,Eve's Bayou (1997),Drama,Long,90s,F,25-34,academic-educator,NY,2000-12-29 21:49:05,4
216,1919,Madeline (1998),Children's|Comedy,Long,90s,M,45-49,retired,IA,2000-12-15 07:55:52,1
18,466,Hot Shots! Part Deux (1993),Action|Comedy|War,Long,90s,F,18-24,clerical-admin,CA,2000-12-30 05:21:23,3
33,2565,"King and I, The (1956)",Musical,Long,50s,M,45-49,clerical-admin,MN,2001-01-03 21:52:38,5
39,2580,Go (1999),Crime,Long,90s,M,18-24,college-grad student,IL,2000-12-28 22:54:33,5
524,731,Heaven's Prisoners (1996),Mystery|Thriller,Long,90s,M,18-24,other,CA,2000-12-07 06:39:20,3
151,987,Bliss (1997),Drama|Romance,Long,90s,F,25-34,writer,AZ,2001-06-21 10:07:18,3
53,2041,Condorman (1981),Action|Adventure|Children's|Comedy,Long,80s,M,25-34,other,GU,2000-12-27 20:30:21,3
202,2166,Return to Paradise (1998),Drama|Romance,Long,90s,M,18-24,college-grad student,WI,2000-12-16 03:34:07,3
216,3622,"Twelve Chairs, The (1970)",Comedy,Long,70s,M,45-49,retired,IA,2000-12-15 06:49:48,5
889,1782,Little City (1998),Comedy|Romance,Long,90s,M,45-49,writer,NY,2000-11-26 15:54:01,2
18,3494,True Grit (1969),Adventure|Western,Long,60s,F,18-24,clerical-admin,CA,2000-12-30 05:33:53,4
1181,2562,Bandits (1997),Drama,Long,90s,M,35-44,executive-managerial,MD,2000-12-06 23:59:54,4
131,2318,Happiness (1998),Comedy,Long,90s,M,18-24,college-grad student,CT,2000-12-21 20:40:08,5
53,2315,Bride of Chucky (1998),Horror|Thriller,Long,90s,M,25-34,other,GU,2000-12-28 03:55:23,3
62,207,"Walk in the Clouds, A (1995)",Drama|Romance,Long,90s,F,35-44,clerical-admin,WA,2000-12-27 08:11:03,4
62,3738,"Sugarland Express, The (1974)",Drama,Long,70s,F,35-44,clerical-admin,WA,2000-12-28 02:01:26,3
99,1529,Nowhere (1997),Drama,Long,90s,F,<18,K-12 student,PA,2001-07-05 17:23:49,4
235,1508,Traveller (1997),Drama,Long,90s,M,25-34,other,N/A,2002-04-10 04:17:33,4
33,1517,Austin Powers: International Man of Mystery (1997),Comedy,Long,90s,M,45-49,clerical-admin,MN,2000-12-29 17:12:11,4
195,725,"Great White Hype, The (1996)",Comedy,Long,90s,M,25-34,programmer,NY,2001-01-28 16:10:39,3
1470,1386,Terror in a Texas Town (1958),Western,Long,50s,M,18-24,college-grad student,CA,2000-11-21 19:52:59,1
48,743,Spy Hard (1996),Comedy,Long,90s,M,25-34,college-grad student,CA,2000-12-30 03:22:59,3
49,3741,Badlands (1973),Crime|Drama,Long,70s,M,18-24,programmer,TX,2001-01-06 20:43:12,4
889,2440,Another Day in Paradise (1998),Drama,Long,90s,M,45-49,writer,NY,2000-11-26 16:12:45,3
58,3083,All About My Mother (Todo Sobre Mi Madre) (1999),Comedy|Drama,Long,90s,M,25-34,artist,GA,2000-12-27 17:08:50,4
327,2824,On the Ropes (1999),Documentary,Long,90s,M,35-44,tradesman-craftsman,MN,2000-12-09 21:35:18,3
33,2178,Frenzy (1972),Thriller,Long,70s,M,45-49,clerical-admin,MN,2001-01-03 21:41:03,4
62,82,Antonia's Line (Antonia) (1995),Drama,Long,90s,F,35-44,clerical-admin,WA,2000-12-27 07:10:17,5
28,1916,Buffalo 66 (1998),Action|Comedy|Drama,Long,90s,F,25-34,academic-educator,NY,2000-12-29 21:47:18,3
2453,2833,Lucie Aubrac (1997),Romance|War,Long,90s,M,25-34,executive-managerial,MN,2000-11-14 08:18:45,4
15,73,"Misérables, Les (1995)",Drama|Musical,Long,90s,M,25-34,executive-managerial,VA,2000-12-30 17:38:23,4
155,3884,"Crew, The (2000)",Comedy,Long,2000s,M,35-44,programmer,NJ,2000-12-19 20:11:16,2
3175,1901,Dear Jesse (1997),Documentary,Long,90s,M,35-44,self-employed,NY,2000-09-12 19:55:02,5
48,996,Last Man Standing (1996),Action|Drama|Western,Long,90s,M,25-34,college-grad student,CA,2000-12-29 04:57:25,3
297,1002,Ed's Next Move (1996),Comedy,Long,90s,M,18-24,artist,OR,2000-12-11 05:42:53,5
53,341,Double Happiness (1994),Drama,Long,90s,M,25-34,other,GU,2000-12-28 06:35:10,5
192,502,"Next Karate Kid, The (1994)",Action|Children's,Long,90s,M,18-24,academic-educator,NY,2000-12-25 22:08:58,1
48,1020,Cool Runnings (1993),Comedy,Long,90s,M,25-34,college-grad student,CA,2000-12-29 04:13:33,2
28,1285,Heathers (1989),Comedy,Long,80s,F,25-34,academic-educator,NY,2000-12-29 21:44:37,5
59,2065,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Romance,Long,80s,F,50-55,academic-educator,MN,2003-01-07 18:14:36,2
195,1419,Walkabout (1971),Drama,Long,70s,M,25-34,programmer,NY,2002-04-07 21:34:01,5
17,2455,"Fly, The (1986)",Horror|Sci-Fi,Long,80s,M,50-55,academic-educator,CA,2000-12-30 07:18:59,4
752,1151,Faust (1994),Animation|Comedy|Thriller,Long,90s,F,25-34,clerical-admin,OR,2000-11-30 21:12:19,1
4725,1532,Sprung (1997),Comedy,Long,90s,M,35-44,customer service,N/A,2000-07-12 05:22:37,3
44,2461,Leatherface: Texas Chainsaw Massacre III (1990),Horror,Long,90s,M,45-49,technician-engineer,WA,2000-12-28 22:08:38,1
889,1154,T-Men (1947),Film-Noir,Long,40s,M,45-49,writer,NY,2000-11-26 15:51:05,4
151,499,Mr. Wonderful (1993),Comedy|Romance,Long,90s,F,25-34,writer,AZ,2001-01-05 08:17:44,3
120,3783,Croupier (1998),Crime|Drama,Long,90s,M,25-34,lawyer,NC,2000-12-22 04:23:54,4
329,3390,Shanghai Surprise (1986),Adventure,Long,80s,M,35-44,executive-managerial,MA,2000-12-30 18:44:39,1
53,3500,Mr. Saturday Night (1992),Comedy|Drama,Long,90s,M,25-34,other,GU,2000-12-28 07:01:53,3
1,2321,Pleasantville (1998),Comedy,Long,90s,F,<18,K-12 student,MI,2000-12-31 22:36:45,3
225,2979,Body Shots (1999),Drama,Long,90s,M,25-34,executive-managerial,NY,2000-12-14 22:35:57,1
509,2586,"Goodbye, Lover (1999)",Comedy|Crime|Thriller,Long,90s,M,25-34,artist,MN,2000-12-07 16:27:15,4
48,1931,Mutiny on the Bounty (1935),Adventure,Long,30s,M,25-34,college-grad student,CA,2000-12-29 04:33:19,3
195,2994,"City, The (1998)",Drama,Long,90s,M,25-34,programmer,NY,2002-01-29 05:40:35,5
33,3253,Wayne's World (1992),Comedy,Long,90s,M,45-49,clerical-admin,MN,2000-12-29 17:23:20,3
15,1291,Indiana Jones and the Last Crusade (1989),Action|Adventure,Long,80s,M,25-34,executive-managerial,VA,2000-12-30 21:44:05,2
18,1032,Alice in Wonderland (1951),Animation|Children's|Musical,Long,50s,F,18-24,clerical-admin,CA,2000-12-30 05:41:47,4
5780,2845,White Boys (1999),Drama,Long,90s,M,18-24,technician-engineer,CA,2000-05-12 17:37:48,1
1274,755,Kim (1950),Children's|Drama,Long,50s,M,45-49,executive-managerial,TN,2002-12-19 11:47:38,4
785,2196,Knock Off (1998),Action,Long,90s,M,18-24,unemployed,SC,2000-11-28 17:14:25,4
17,3503,Solaris (Solyaris) (1972),Drama|Sci-Fi,Long,70s,M,50-55,academic-educator,CA,2000-12-30 07:14:50,5
19,2976,Bringing Out the Dead (1999),Drama|Horror,Long,90s,M,<18,K-12 student,MI,2001-01-07 06:47:38,5
48,1797,Everest (1998),Documentary,Short,90s,M,25-34,college-grad student,CA,2000-12-28 14:10:20,4
33,3244,"Goodbye Girl, The (1977)",Comedy|Romance,Long,70s,M,45-49,clerical-admin,MN,2000-12-29 17:19:40,4
1,1029,Dumbo (1941),Animation|Children's|Musical,Long,40s,F,<18,K-12 student,MI,2000-12-31 22:36:45,5
293,3119,Bay of Blood (Reazione a catena) (1971),Horror,Long,70s,M,>56,academic-educator,N/A,2000-12-12 20:59:47,1
18,2336,Elizabeth (1998),Drama,Long,90s,F,18-24,clerical-admin,CA,2000-12-30 06:08:09,5
48,2863,"Hard Day's Night, A (1964)",Comedy|Musical,Long,60s,M,25-34,college-grad student,CA,2000-12-29 03:32:28,5
331,1404,Night Falls on Manhattan (1997),Crime|Drama,Long,90s,M,25-34,executive-managerial,MN,2001-01-07 16:22:50,4
1,1270,Back to the Future (1985),Comedy|Sci-Fi,Long,80s,F,<18,K-12 student,MI,2000-12-31 22:00:55,5
48,2857,Yellow Submarine (1968),Animation|Musical,Long,60s,M,25-34,college-grad student,CA,2000-12-29 03:09:09,4
329,243,Gordy (1995),Comedy,Long,90s,M,35-44,executive-managerial,MA,2000-12-26 23:00:45,1
329,3914,"Broken Hearts Club, The (2000)",Drama,Long,2000s,M,35-44,executive-managerial,MA,2001-08-12 17:17:14,2
208,2208,"Lady Vanishes, The (1938)",Comedy|Mystery|Romance|Thriller,Long,30s,M,35-44,technician-engineer,MN,2001-03-13 15:07:30,2
225,2583,Cookie's Fortune (1999),Mystery,Long,90s,M,25-34,executive-managerial,NY,2000-12-14 22:32:39,3
352,1413,"Whole Wide World, The (1996)",Drama,Long,90s,M,18-24,college-grad student,IL,2000-12-09 02:43:15,4
123,3387,Who's Harry Crumb? (1989),Comedy,Long,80s,M,35-44,homemaker,KS,2000-12-30 14:09:35,3
889,2074,"Night Porter, The (Il Portiere di notte) (1974)",Drama,Long,70s,M,45-49,writer,NY,2000-11-26 17:58:23,3
796,3122,Santa Fe Trail (1940),Drama|Romance|Western,Long,40s,M,50-55,doctor-health care,WA,2000-12-25 13:24:21,3
1224,3640,"King in New York, A (1957)",Comedy|Drama,Long,50s,M,50-55,retired,MA,2000-11-22 16:15:32,4
390,3637,Vagabond (Sans toit ni loi) (1985),Drama,Long,80s,M,25-34,college-grad student,MN,2000-12-08 22:12:09,5
19,1407,Scream (1996),Horror|Thriller,Long,90s,M,<18,K-12 student,MI,2000-12-31 22:02:50,4
245,2988,Melvin and Howard (1980),Drama,Long,80s,M,35-44,self-employed,KS,2000-12-13 19:02:32,3
28,901,Funny Face (1957),Comedy|Musical,Long,50s,F,25-34,academic-educator,NY,2000-12-29 21:26:58,3
18,3911,Best in Show (2000),Comedy,Long,2000s,F,18-24,clerical-admin,CA,2000-12-30 04:58:39,1
352,228,Destiny Turns on the Radio (1995),Comedy,Long,90s,M,18-24,college-grad student,IL,2000-12-09 04:13:19,4
208,3506,North Dallas Forty (1979),Comedy|Drama,Long,70s,M,35-44,technician-engineer,MN,2001-02-24 21:57:43,4
524,240,Hideaway (1995),Thriller,Long,90s,M,18-24,other,CA,2000-12-07 07:12:41,3
47,1949,"Man for All Seasons, A (1966)",Drama,Long,60s,M,18-24,college-grad student,CA,2000-12-28 04:46:14,4
123,2473,Soul Man (1986),Comedy,Long,80s,M,35-44,homemaker,KS,2000-12-23 16:58:59,2
261,3765,"Hot Spot, The (1990)",Drama|Romance,Long,90s,M,25-34,writer,TX,2000-12-13 02:14:30,1
2,1544,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,Long,90s,M,>56,self-employed,LA,2000-12-31 22:02:54,4
48,234,Exit to Eden (1994),Comedy,Long,90s,M,25-34,college-grad student,CA,2000-12-30 03:41:38,2
169,1928,Cimarron (1931),Western,Long,30s,M,25-34,executive-managerial,MN,2000-12-19 06:48:25,3
18,1678,"Joy Luck Club, The (1993)",Drama,Long,90s,F,18-24,clerical-admin,CA,2000-12-30 06:11:54,5
15,3646,Big Momma's House (2000),Comedy,Long,2000s,M,25-34,executive-managerial,VA,2000-12-30 17:59:09,3
272,3768,Braddock: Missing in Action III (1988),Action|War,Long,80s,M,18-24,other,CO,2000-12-13 08:47:50,2
2,2717,Ghostbusters II (1989),Comedy|Horror,Long,80s,M,>56,self-employed,LA,2000-12-31 21:29:56,3
3391,2452,"Gate II: Trespassers, The (1990)",Horror,Long,90s,M,18-24,college-grad student,MI,2000-08-30 18:27:22,1
44,2077,"Journey of Natty Gann, The (1985)",Adventure|Children's,Long,80s,M,45-49,technician-engineer,WA,2000-12-28 16:02:23,5
58,2333,Gods and Monsters (1998),Drama,Long,90s,M,25-34,artist,GA,2000-12-27 18:15:16,5
869,1666,Hugo Pool (1997),Romance,Long,90s,M,18-24,writer,CA,2000-11-26 23:24:36,2
123,3238,Eye of the Beholder (1999),Thriller,Long,90s,M,35-44,homemaker,KS,2001-01-16 20:54:57,2
752,359,I Like It Like That (1994),Comedy|Drama|Romance,Long,90s,F,25-34,clerical-admin,OR,2000-11-29 01:19:49,4
48,3259,Far and Away (1992),Drama|Romance,Long,90s,M,25-34,college-grad student,CA,2000-12-28 14:27:08,4
175,3521,Mystery Train (1989),Comedy|Crime|Drama,Long,80s,F,25-34,artist,CA,2000-12-18 03:52:47,5
4169,1026,So Dear to My Heart (1949),Children's|Drama,Long,40s,M,50-55,other,KS,2000-08-25 00:59:18,4
2,1687,"Jackal, The (1997)",Action|Thriller,Long,90s,M,>56,self-employed,LA,2000-12-31 22:02:54,3
18,2080,Lady and the Tramp (1955),Animation|Children's|Comedy|Musical|Romance,Long,50s,F,18-24,clerical-admin,CA,2000-12-30 05:39:58,5
33,1017,Swiss Family Robinson (1960),Adventure|Children's,Long,60s,M,45-49,clerical-admin,MN,2001-01-08 19:48:34,3
33,1946,Marty (1955),Drama|Romance,Long,50s,M,45-49,clerical-admin,MN,2001-01-03 21:40:07,3
2,3256,Patriot Games (1992),Action|Thriller,Long,90s,M,>56,self-employed,LA,2000-12-31 21:57:19,2
62,237,Forget Paris (1995),Comedy|Romance,Long,90s,F,35-44,clerical-admin,WA,2000-12-27 07:35:34,3
331,1550,Trial and Error (1997),Comedy|Romance,Long,90s,M,25-34,executive-managerial,MN,2000-12-09 18:19:43,4
169,1940,Gentleman's Agreement (1947),Drama,Long,40s,M,25-34,executive-managerial,MN,2000-12-19 06:53:59,4
195,3902,Goya in Bordeaux (Goya en Bodeos) (1999),Drama,Long,90s,M,25-34,programmer,NY,2002-02-19 18:02:04,4
335,3908,Urban Legends: Final Cut (2000),Horror,Long,2000s,M,35-44,tradesman-craftsman,MN,2000-12-09 11:52:28,1
131,97,"Hate (Haine, La) (1995)",Drama,Long,90s,M,18-24,college-grad student,CT,2000-12-21 20:50:12,4
15,231,Dumb & Dumber (1994),Comedy,Long,90s,M,25-34,executive-managerial,VA,2000-12-30 17:53:10,2
850,1547,Shiloh (1997),Children's|Drama,Long,90s,M,35-44,other,IL,2000-11-27 20:52:57,3
3476,3762,Daughter of Dr. Jeckyll (1957),Horror,Long,50s,M,50-55,other,OH,2000-09-14 16:36:38,1
1470,1145,Snowriders (1996),Documentary,Long,90s,M,18-24,college-grad student,CA,2000-11-22 17:51:58,2
17,3375,Destination Moon (1950),Sci-Fi,Long,50s,M,50-55,academic-educator,CA,2000-12-30 07:21:27,4
270,2848,Othello (1952),Drama,Long,50s,M,50-55,sales-marketing,MN,2000-12-12 16:36:39,3
62,3518,"End of Violence, The (1997)",Drama|Thriller,Long,90s,F,35-44,clerical-admin,WA,2000-12-27 07:38:45,3
509,2062,"Governess, The (1998)",Drama|Romance,Long,90s,M,25-34,artist,MN,2000-12-08 17:27:20,2
18,222,Circle of Friends (1995),Drama|Romance,Long,90s,F,18-24,clerical-admin,CA,2000-12-30 06:10:38,3
393,1809,Hana-bi (1997),Comedy|Crime|Drama,Long,90s,M,35-44,technician-engineer,MN,2000-12-08 18:01:35,4
2063,2592,"Joyriders, The (1999)",Drama,Long,90s,M,25-34,college-grad student,OH,2002-10-20 22:29:32,3
1088,484,Lassie (1994),Adventure|Children's,Long,90s,F,<18,K-12 student,WA,2002-01-17 16:06:55,2
131,3125,"End of the Affair, The (1999)",Drama,Long,90s,M,18-24,college-grad student,CT,2000-12-21 20:34:49,2
235,621,My Favorite Season (1993),Drama,Long,90s,M,25-34,other,N/A,2001-01-22 02:03:28,4
202,487,Lightning Jack (1994),Comedy|Western,Long,90s,M,18-24,college-grad student,WI,2000-12-16 03:16:17,1
62,1401,Ghosts of Mississippi (1996),Drama,Long,90s,F,35-44,clerical-admin,WA,2000-12-27 07:24:10,3
195,767,"Grass Harp, The (1995)",Drama,Long,90s,M,25-34,programmer,NY,2001-03-06 13:16:24,4
1017,3777,Nekromantik (1987),Comedy|Horror,Long,80s,M,35-44,other,GA,2000-11-23 20:47:17,3
216,639,Girl 6 (1996),Comedy,Long,90s,M,45-49,retired,IA,2000-12-15 06:24:19,2
2175,2342,Hard Core Logo (1996),Comedy,Long,90s,M,25-34,college-grad student,WA,2000-11-19 05:06:13,5
146,3384,"Taking of Pelham One Two Three, The (1974)",Action,Long,70s,F,35-44,writer,NY,2002-02-06 16:42:24,4
54,1276,Cool Hand Luke (1967),Comedy|Drama,Long,60s,M,50-55,academic-educator,MN,2000-12-27 19:12:01,4
601,2464,Trick or Treat (1986),Horror,Long,80s,F,18-24,writer,CT,2000-12-03 23:25:38,3
139,1023,Winnie the Pooh and the Blustery Day (1968),Animation|Children's,Short,60s,F,25-34,writer,OH,2000-12-21 00:58:12,5
4681,1139,Everything Relative (1996),Drama,Long,90s,F,35-44,scientist,CT,2000-07-15 17:32:37,4
195,362,"Jungle Book, The (1994)",Adventure|Children's|Romance,Long,90s,M,25-34,programmer,NY,2001-02-15 23:26:44,4
17,2985,Robocop (1987),Action|Crime|Sci-Fi,Long,80s,M,50-55,academic-educator,CA,2000-12-30 07:22:13,5
509,1669,"Tango Lesson, The (1997)",Romance,Long,90s,M,25-34,artist,MN,2000-12-08 17:17:07,3
146,1937,Going My Way (1944),Comedy,Long,40s,F,35-44,writer,NY,2000-12-21 21:41:48,3
424,2854,Don't Look in the Basement! (1973),Horror,Long,70s,M,25-34,technician-engineer,MN,2002-04-03 13:09:40,3
53,1556,Speed 2: Cruise Control (1997),Action|Romance|Thriller,Long,90s,M,25-34,other,GU,2000-12-28 03:55:23,2
19,1148,"Wrong Trousers, The (1993)",Animation|Comedy,Short,90s,M,<18,K-12 student,MI,2001-02-17 03:48:09,4
1069,758,"Jar, The (Khomreh) (1992)",Drama,Long,90s,M,25-34,writer,WA,2000-11-23 01:21:46,4
62,1934,You Can't Take It With You (1938),Comedy,Long,30s,F,35-44,clerical-admin,WA,2000-12-27 09:25:45,4
53,94,Beautiful Girls (1996),Drama,Long,90s,M,25-34,other,GU,2000-12-28 06:24:54,4
123,2202,Lifeboat (1944),Drama|Thriller|War,Long,40s,M,35-44,homemaker,KS,2000-12-23 00:39:39,3
15,1672,"Rainmaker, The (1997)",Drama,Long,90s,M,25-34,executive-managerial,VA,2000-12-30 17:47:22,4
393,106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,Long,90s,M,35-44,technician-engineer,MN,2000-12-08 17:57:49,4
42,3780,Rocketship X-M (1950),Sci-Fi,Long,50s,M,25-34,farmer,VA,2000-12-28 21:54:29,3
53,1425,Fierce Creatures (1997),Comedy,Long,90s,M,25-34,other,GU,2000-12-27 19:46:40,5
2,3107,Backdraft (1991),Action|Drama,Long,90s,M,>56,self-employed,LA,2000-12-31 22:00:02,2
1113,2190,Why Do Fools Fall In Love? (1998),Drama,Long,90s,M,18-24,college-grad student,OR,2000-12-06 22:31:27,3
2,368,Maverick (1994),Action|Comedy|Western,Long,90s,M,>56,self-employed,LA,2000-12-31 22:00:02,4
53,764,Heavy (1995),Drama|Romance,Long,90s,M,25-34,other,GU,2000-12-28 06:32:54,5
307,2726,"Killing, The (1956)",Crime|Film-Noir,Long,50s,M,50-55,self-employed,CA,2000-12-10 22:08:06,5
1470,895,Venice/Venice (1992),Drama,Long,90s,M,18-24,college-grad student,CA,2000-11-21 19:56:30,1
331,3128,"Map of the World, A (1999)",Drama,Long,90s,M,25-34,executive-managerial,MN,2001-09-10 20:27:11,5
1078,3116,Miss Julie (1999),Drama,Long,90s,F,45-49,homemaker,CA,2000-11-23 00:40:17,3
329,1806,Paulie (1998),Adventure|Children's|Comedy,Long,90s,M,35-44,executive-managerial,MA,2000-12-26 22:41:12,3
19,2720,Inspector Gadget (1999),Action|Adventure|Children's|Comedy,Long,90s,M,<18,K-12 student,MI,2001-02-14 22:44:54,1
15,3247,Sister Act (1992),Comedy|Crime,Long,90s,M,25-34,executive-managerial,VA,2000-12-30 21:36:25,2
17,496,What Happened Was... (1994),Comedy|Drama|Romance,Long,90s,M,50-55,academic-educator,CA,2000-12-30 07:06:29,3
225,2330,Hands on a Hard Body (1996),Documentary,Long,90s,M,25-34,executive-managerial,NY,2000-12-19 20:19:18,5
2,3893,Nurse Betty (2000),Comedy|Thriller,Long,2000s,M,>56,self-employed,LA,2000-12-31 21:52:15,1
889,1160,Six of a Kind (1934),Comedy,Long,30s,M,45-49,writer,NY,2000-11-26 14:49:50,3
245,490,Malice (1993),Thriller,Long,90s,M,35-44,self-employed,KS,2000-12-13 18:32:12,4
411,1014,Pollyanna (1960),Children's|Comedy|Drama,Long,60s,F,45-49,academic-educator,OH,2001-01-02 16:05:24,4
53,1279,Night on Earth (1991),Comedy|Drama,Long,90s,M,25-34,other,GU,2000-12-28 06:25:21,5
53,3509,Black and White (1999),Drama,Long,90s,M,25-34,other,GU,2000-12-28 06:41:03,4
53,3512,Return to Me (2000),Drama|Romance,Long,2000s,M,25-34,other,GU,2000-12-27 20:39:21,4
18,2193,Willow (1988),Action|Adventure|Fantasy,Long,80s,F,18-24,clerical-admin,CA,2000-12-30 05:17:56,5
1470,1553,Late Bloomers (1996),Comedy,Long,90s,M,18-24,college-grad student,CA,2000-11-21 20:36:51,2
259,892,Twelfth Night (1996),Comedy|Drama|Romance,Long,90s,M,25-34,academic-educator,IL,2000-12-13 01:55:09,4
15,3113,End of Days (1999),Action|Thriller,Long,90s,M,25-34,executive-managerial,VA,2000-12-30 17:14:59,4
299,3372,"Bridge at Remagen, The (1969)",Action|War,Long,60s,M,25-34,programmer,OR,2000-12-13 06:31:17,4
5433,3631,It's in the Water (1998),Comedy,Long,90s,F,35-44,technician-engineer,OH,2000-11-26 20:06:42,2
1088,618,Two Much (1996),Comedy|Romance,Long,90s,F,<18,K-12 student,WA,2002-04-23 04:09:50,3
272,2458,Armed and Dangerous (1986),Comedy|Crime,Long,80s,M,18-24,other,CO,2000-12-13 08:36:44,4
1470,3899,Circus (2000),Comedy,Long,2000s,M,18-24,college-grad student,CA,2000-11-21 19:52:18,1
