user_id,gender,age,occupation,location
1530,M,25-34,college-grad student,WI
3374,M,35-44,customer service,MO
434,F,45-49,clerical-admin,WA
4057,M,35-44,doctor-health care,PA
4957,M,25-34,artist,MI
2675,M,35-44,tradesman-craftsman,WA
5334,F,>56,retired,IN
5570,M,25-34,academic-educator,NJ
5383,M,35-44,academic-educator,MN
4886,F,35-44,technician-engineer,CA
1026,F,45-49,other,PA
3211,M,50-55,self-employed,DC
3981,F,45-49,other,OR
3807,F,35-44,unemployed,FL
3916,M,25-34,college-grad student,MA
3246,F,35-44,academic-educator,AZ
2681,F,25-34,college-grad student,MI
706,M,35-44,writer,TX
4530,F,35-44,academic-educator,CA
1675,F,25-34,doctor-health care,OR
1301,F,25-34,artist,NY
1332,M,25-34,executive-managerial,RI
3517,M,18-24,programmer,WI
340,F,25-34,clerical-admin,NC
2888,M,25-34,sales-marketing,MN
5911,F,25-34,technician-engineer,CO
3783,M,25-34,executive-managerial,OR
277,F,35-44,academic-educator,WA
1185,F,35-44,academic-educator,OR
4171,M,>56,self-employed,TX
5840,F,<18,other,OH
2346,F,<18,K-12 student,MI
1756,F,25-34,academic-educator,TX
5855,M,50-55,executive-managerial,PA
5375,M,25-34,other,MA
5132,M,35-44,executive-managerial,TX
1805,M,18-24,college-grad student,VA
4948,M,45-49,artist,CA
1831,M,18-24,college-grad student,WI
1879,M,25-34,college-grad student,SC
4039,M,25-34,self-employed,OR
4642,M,25-34,other,OH
3868,M,18-24,programmer,OK
3505,F,25-34,scientist,MN
4335,M,35-44,other,OK
4287,M,25-34,executive-managerial,AL
845,F,18-24,other,DC
1738,M,35-44,self-employed,GA
3723,M,25-34,sales-marketing,WI
5239,M,35-44,executive-managerial,NJ
5874,M,25-34,college-grad student,MA
224,F,18-24,college-grad student,NY
2659,M,35-44,sales-marketing,MA
992,F,35-44,clerical-admin,MA
4954,M,45-49,other,CA
765,M,25-34,technician-engineer,OK
4165,F,25-34,sales-marketing,CA
731,M,45-49,clerical-admin,MN
2339,F,>56,clerical-admin,IA
199,M,18-24,college-grad student,ID
2727,M,25-34,lawyer,IL
4026,M,25-34,executive-managerial,NE
5830,F,18-24,college-grad student,TX
4716,F,25-34,self-employed,MA
3229,F,>56,academic-educator,CA
811,M,50-55,other,CA
1542,M,18-24,technician-engineer,NY
5422,M,50-55,executive-managerial,CA
5525,F,<18,K-12 student,MN
999,M,25-34,scientist,IL
222,M,25-34,academic-educator,MN
3104,M,18-24,technician-engineer,MA
4200,M,45-49,executive-managerial,NY
2356,F,50-55,self-employed,NY
1129,M,35-44,technician-engineer,VA
3383,M,>56,self-employed,NH
1918,F,45-49,doctor-health care,CA
4535,M,18-24,unemployed,PA
4345,F,25-34,sales-marketing,OH
3571,M,18-24,college-grad student,NY
3752,F,18-24,academic-educator,AZ
4482,F,35-44,academic-educator,CA
5568,M,18-24,college-grad student,MI
2531,F,45-49,executive-managerial,IA
4285,M,35-44,other,IL
2486,M,18-24,programmer,WA
3701,M,35-44,academic-educator,CA
5920,F,25-34,academic-educator,VT
1230,M,25-34,lawyer,CA
1019,M,35-44,academic-educator,IL
2580,F,45-49,academic-educator,NY
5986,F,>56,academic-educator,MA
565,M,25-34,self-employed,OH
3074,M,25-34,other,VA
2742,M,25-34,technician-engineer,AL
4623,M,25-34,self-employed,VA
2036,F,25-34,sales-marketing,CA
897,M,25-34,doctor-health care,CA
2055,M,50-55,lawyer,MI
1096,M,<18,K-12 student,CO
952,M,>56,self-employed,OR
2347,M,35-44,academic-educator,MI
5907,M,25-34,artist,NY
3353,M,35-44,technician-engineer,CA
867,M,45-49,programmer,CA
1359,M,35-44,academic-educator,NY
3876,M,25-34,other,NY
2812,M,25-34,technician-engineer,IL
5138,M,25-34,technician-engineer,AL
3766,F,18-24,academic-educator,OH
1410,M,50-55,executive-managerial,CA
1489,F,35-44,artist,IL
2636,M,18-24,programmer,TX
707,M,35-44,executive-managerial,PA
2456,M,25-34,customer service,MI
3321,M,35-44,academic-educator,CA
3991,M,25-34,executive-managerial,FL
1440,M,35-44,programmer,CA
2896,M,18-24,sales-marketing,IL
4616,M,25-34,writer,NY
1174,F,18-24,self-employed,CA
1794,M,25-34,lawyer,MD
2271,M,50-55,sales-marketing,NY
741,M,25-34,customer service,OH
311,M,18-24,college-grad student,GA
5338,M,25-34,technician-engineer,NC
487,F,35-44,technician-engineer,MN
5589,F,25-34,other,ME
5350,M,18-24,customer service,MN
3011,M,25-34,academic-educator,NY
126,M,18-24,homemaker,WA
3847,M,25-34,executive-managerial,NY
2988,F,18-24,doctor-health care,CA
3088,F,25-34,college-grad student,NM
1761,M,35-44,other,AR
4554,F,25-34,homemaker,MI
105,M,45-49,programmer,CA
580,M,<18,K-12 student,NJ
3775,M,35-44,programmer,NY
5511,M,45-49,academic-educator,CA
4073,M,25-34,doctor-health care,LA
702,M,35-44,executive-managerial,CA
4998,F,18-24,college-grad student,MI
3489,M,18-24,college-grad student,IL
5022,M,35-44,executive-managerial,CA
3354,M,25-34,executive-managerial,PA
3670,M,45-49,sales-marketing,MN
169,M,25-34,executive-managerial,MN
698,M,18-24,college-grad student,TX
5183,F,18-24,writer,OH
428,F,18-24,college-grad student,MN
5193,M,35-44,programmer,NY
4548,M,18-24,artist,NC
5037,M,35-44,programmer,NY
2309,F,45-49,other,NJ
4753,M,>56,academic-educator,NH
5489,M,18-24,executive-managerial,CA
1400,M,25-34,executive-managerial,CA
2544,M,45-49,academic-educator,IA
5577,M,50-55,academic-educator,NY
4499,M,25-34,doctor-health care,IL
5639,F,18-24,college-grad student,IL
4136,M,50-55,self-employed,IL
5057,M,50-55,executive-managerial,UT
418,F,25-34,clerical-admin,WI
5464,M,35-44,executive-managerial,TX
4118,M,25-34,clerical-admin,CA
2216,F,25-34,writer,IL
3658,F,25-34,executive-managerial,NJ
3877,M,45-49,academic-educator,FL
2186,M,18-24,customer service,KY
110,M,25-34,artist,CA
227,M,35-44,writer,CA
3141,M,25-34,sales-marketing,N/A
4643,M,25-34,other,WA
673,M,25-34,writer,NY
633,M,25-34,technician-engineer,CA
1524,M,18-24,college-grad student,CT
1208,M,25-34,other,NY
1101,M,35-44,academic-educator,CT
1117,M,18-24,sales-marketing,NY
1709,M,25-34,other,OK
3889,M,45-49,doctor-health care,KS
1182,M,<18,K-12 student,CA
1245,M,25-34,technician-engineer,CO
907,F,45-49,doctor-health care,CA
4431,M,<18,sales-marketing,CO
4566,M,35-44,technician-engineer,PA
2846,F,18-24,college-grad student,CA
2438,M,35-44,academic-educator,VA
1595,M,35-44,academic-educator,N/A
5630,M,35-44,technician-engineer,CT
2305,M,50-55,writer,MI
4928,F,25-34,clerical-admin,CA
4148,F,35-44,executive-managerial,MN
1900,M,>56,programmer,CA
3338,M,45-49,self-employed,NJ
2923,M,35-44,programmer,OH
850,M,35-44,other,IL
2864,F,35-44,clerical-admin,NY
5638,M,18-24,academic-educator,FL
3372,M,>56,retired,MN
2481,M,35-44,sales-marketing,NH
2370,M,50-55,academic-educator,NY
5944,F,18-24,K-12 student,NC
1260,M,25-34,technician-engineer,NC
1205,F,>56,other,IN
685,M,25-34,college-grad student,NC
844,M,25-34,other,CA
4153,M,50-55,technician-engineer,PA
1517,M,18-24,other,NY
1471,M,25-34,technician-engineer,NY
568,F,50-55,technician-engineer,DE
3747,M,45-49,retired,NV
3998,M,45-49,other,OK
426,M,18-24,college-grad student,MN
31,M,>56,executive-managerial,CT
4915,M,25-34,programmer,CA
4622,M,25-34,programmer,MN
4986,M,18-24,programmer,MN
5825,F,25-34,college-grad student,OH
658,F,25-34,other,NY
3974,M,35-44,other,GA
5914,M,35-44,artist,CA
5507,M,45-49,executive-managerial,OH
4311,M,50-55,retired,NE
4387,F,18-24,college-grad student,MO
142,M,25-34,executive-managerial,NY
3727,M,35-44,executive-managerial,OK
1983,M,25-34,sales-marketing,CA
766,F,25-34,executive-managerial,CA
3712,M,25-34,technician-engineer,IL
1649,M,18-24,unemployed,WA
4049,M,45-49,lawyer,FL
5813,M,25-34,executive-managerial,CA
2878,F,50-55,writer,NM
5781,M,25-34,artist,NY
4645,F,50-55,doctor-health care,MI
2446,M,18-24,executive-managerial,NY
5657,M,50-55,sales-marketing,CA
1431,M,>56,doctor-health care,CA
4534,M,18-24,college-grad student,AR
1668,M,35-44,artist,CA
4598,F,35-44,clerical-admin,MI
556,F,25-34,homemaker,TN
1774,M,25-34,technician-engineer,WA
4809,F,50-55,college-grad student,MD
19,M,<18,K-12 student,MI
1702,M,18-24,K-12 student,OR
3647,M,25-34,executive-managerial,CO
1283,F,18-24,academic-educator,CA
4650,M,25-34,executive-managerial,GA
5770,M,25-34,other,CO
5252,M,25-34,writer,IL
529,M,35-44,programmer,CA
5288,M,>56,retired,CA
1408,M,25-34,other,CA
5671,M,25-34,academic-educator,N/A
2379,M,18-24,tradesman-craftsman,NY
5603,M,50-55,executive-managerial,MA
1888,M,35-44,programmer,CA
1240,F,18-24,sales-marketing,MA
3579,M,18-24,other,FL
2470,M,35-44,tradesman-craftsman,IA
5636,M,25-34,executive-managerial,WA
1640,M,35-44,technician-engineer,CA
1742,M,25-34,scientist,NJ
5712,M,35-44,academic-educator,CA
2711,F,25-34,college-grad student,MA
5999,F,25-34,academic-educator,MN
2272,M,25-34,other,AR
2350,M,18-24,college-grad student,OH
5341,F,25-34,clerical-admin,AZ
4488,M,35-44,executive-managerial,AR
3602,M,25-34,programmer,MN
667,M,25-34,tradesman-craftsman,WA
3912,M,25-34,college-grad student,PA
5273,M,>56,writer,CA
4702,M,25-34,lawyer,NY
1134,M,18-24,writer,PA
3245,M,18-24,artist,NJ
4228,M,50-55,tradesman-craftsman,MD
1427,M,25-34,programmer,MD
1177,F,25-34,technician-engineer,MA
1995,M,25-34,academic-educator,AZ
560,M,45-49,scientist,CO
1737,M,35-44,writer,IN
3967,F,18-24,artist,NY
1105,M,35-44,doctor-health care,MI
5919,M,18-24,other,IN
4332,F,25-34,clerical-admin,IL
4760,M,35-44,technician-engineer,CT
2852,M,25-34,programmer,WA
958,M,35-44,artist,MI
5750,M,18-24,academic-educator,ME
4624,M,25-34,programmer,UT
4765,F,35-44,self-employed,NH
4010,M,25-34,sales-marketing,CA
4860,M,25-34,artist,IL
4054,M,35-44,clerical-admin,NE
5965,M,25-34,technician-engineer,TX
95,M,45-49,other,WA
1927,M,35-44,executive-managerial,CA
2954,M,18-24,artist,NY
2423,F,45-49,homemaker,MA
2253,F,50-55,other,IN
2107,M,25-34,academic-educator,VA
3212,F,25-34,technician-engineer,NY
3725,M,18-24,college-grad student,FL
5798,M,35-44,other,CO
3472,M,25-34,doctor-health care,FL
1282,M,50-55,academic-educator,WA
5831,M,25-34,academic-educator,CA
309,M,25-34,college-grad student,PA
5496,M,25-34,executive-managerial,CA
4083,M,>56,sales-marketing,CA
2354,M,35-44,lawyer,CA
4323,M,18-24,college-grad student,WY
4135,M,<18,K-12 student,IN
806,M,35-44,other,FL
5759,F,25-34,academic-educator,NJ
451,M,>56,retired,WI
5680,M,50-55,writer,CA
4972,M,35-44,other,CA
2000,M,18-24,college-grad student,OH
4110,F,45-49,executive-managerial,KY
2943,M,35-44,programmer,CA
182,M,18-24,college-grad student,NH
5136,M,25-34,programmer,CA
2680,M,25-34,programmer,MA
4794,F,35-44,other,IN
3007,M,35-44,other,FL
5873,M,18-24,programmer,NY
5526,F,35-44,artist,NC
5684,M,18-24,self-employed,CA
356,M,>56,writer,MN
3087,F,<18,academic-educator,CA
703,F,>56,academic-educator,OH
2076,M,18-24,college-grad student,NY
4632,M,25-34,other,WA
3613,M,25-34,other,TN
5089,F,35-44,self-employed,TX
5356,M,45-49,other,TX
1540,M,45-49,other,OR
2409,F,35-44,homemaker,CT
5975,M,25-34,sales-marketing,MN
3962,F,>56,other,WA
1619,M,50-55,clerical-admin,MI
2787,M,25-34,college-grad student,IL
4152,M,25-34,sales-marketing,OK
2123,F,35-44,other,NY
3493,M,25-34,technician-engineer,IL
1622,M,18-24,college-grad student,WI
5857,F,45-49,artist,OH
359,M,25-34,technician-engineer,MN
279,M,25-34,sales-marketing,CA
5083,M,25-34,college-grad student,PA
4105,M,50-55,executive-managerial,FL
1872,M,50-55,writer,CA
610,M,25-34,college-grad student,TX
3574,F,35-44,doctor-health care,FL
4224,F,45-49,academic-educator,MI
4457,M,35-44,sales-marketing,CA
4752,F,18-24,college-grad student,CA
4895,F,25-34,clerical-admin,IA
886,F,>56,other,NY
4608,F,25-34,other,MA
2521,M,35-44,technician-engineer,MI
2019,M,50-55,academic-educator,NC
5378,M,35-44,tradesman-craftsman,NY
4486,M,35-44,farmer,WA
5084,M,18-24,college-grad student,NY
3420,F,25-34,executive-managerial,MI
1563,F,<18,K-12 student,NM
5345,F,25-34,technician-engineer,CO
2701,M,45-49,academic-educator,IL
605,F,18-24,college-grad student,OH
2391,M,50-55,tradesman-craftsman,NY
5068,M,35-44,executive-managerial,PA
1966,M,25-34,writer,CA
1278,M,18-24,college-grad student,WA
2993,M,18-24,unemployed,NY
394,M,18-24,other,MN
3918,M,25-34,tradesman-craftsman,GA
2786,M,25-34,college-grad student,IL
4591,M,25-34,scientist,MA
310,F,18-24,college-grad student,GA
220,M,25-34,programmer,VA
3556,M,25-34,technician-engineer,NH
1094,F,18-24,other,CA
4983,F,45-49,self-employed,MN
5318,M,18-24,technician-engineer,WA
5274,M,25-34,other,IL
4852,M,35-44,other,KY
4261,F,35-44,doctor-health care,NJ
4309,M,25-34,other,AL
5118,M,<18,K-12 student,CA
1286,M,35-44,technician-engineer,CA
5860,F,25-34,college-grad student,N/A
5695,F,35-44,clerical-admin,MD
2740,M,45-49,technician-engineer,VA
460,M,45-49,tradesman-craftsman,MN
926,M,<18,K-12 student,NJ
2676,M,>56,writer,TX
5922,M,>56,clerical-admin,CA
3950,M,25-34,college-grad student,IL
5572,F,25-34,college-grad student,MO
6033,M,50-55,retired,TX
1256,M,25-34,writer,NY
425,M,25-34,programmer,MN
651,M,35-44,executive-managerial,MD
450,M,45-49,academic-educator,VA
1963,F,50-55,homemaker,CA
495,M,18-24,K-12 student,MN
661,M,45-49,academic-educator,NY
2720,M,35-44,other,N/A
1462,M,35-44,self-employed,CA
4134,F,45-49,programmer,AZ
768,M,25-34,programmer,PA
1862,M,50-55,sales-marketing,CA
2795,M,50-55,retired,FL
4970,F,25-34,programmer,CA
1395,M,25-34,artist,NJ
733,M,35-44,self-employed,GA
4502,M,50-55,other,MA
1973,M,25-34,academic-educator,VA
3016,M,18-24,programmer,TX
3544,F,25-34,college-grad student,CA
1277,F,18-24,other,CT
5998,M,18-24,college-grad student,IL
2153,M,18-24,self-employed,OR
5859,M,25-34,executive-managerial,NV
1140,F,45-49,artist,OK
4423,M,18-24,college-grad student,IA
3340,M,45-49,self-employed,MI
5833,F,35-44,other,TX
630,F,35-44,sales-marketing,CO
5373,M,18-24,programmer,MN
3756,M,18-24,programmer,WI
5140,M,25-34,doctor-health care,AL
584,F,25-34,other,CA
4342,M,25-34,other,KS
3835,M,25-34,executive-managerial,KY
5033,F,>56,retired,IL
2871,F,25-34,sales-marketing,WA
2224,M,25-34,programmer,IL
4887,M,18-24,artist,PA
4737,M,35-44,self-employed,PA
682,M,25-34,college-grad student,NC
5076,M,25-34,clerical-admin,PA
4973,F,>56,artist,N/A
2427,F,25-34,sales-marketing,CA
2554,M,25-34,academic-educator,OR
2618,F,18-24,college-grad student,WI
3501,F,35-44,executive-managerial,GA
532,M,25-34,executive-managerial,CA
1543,M,25-34,lawyer,NY
2944,F,18-24,college-grad student,MI
5985,F,18-24,college-grad student,N/A
961,M,18-24,K-12 student,NY
1337,M,>56,technician-engineer,OR
4503,M,>56,academic-educator,AZ
5716,M,<18,K-12 student,NH
4636,M,18-24,artist,NY
1015,M,35-44,clerical-admin,NY
2632,M,>56,other,OH
4827,M,35-44,other,NY
1921,M,>56,programmer,CA
2256,F,45-49,scientist,MT
349,M,<18,K-12 student,NJ
1411,M,35-44,academic-educator,NJ
3143,F,50-55,self-employed,CA
543,M,25-34,customer service,MN
4606,F,<18,K-12 student,CA
5504,M,45-49,executive-managerial,N/A
1279,M,35-44,academic-educator,WA
4910,M,18-24,programmer,UT
4990,F,25-34,college-grad student,MN
5377,F,18-24,clerical-admin,NY
4,M,45-49,executive-managerial,MA
1329,M,18-24,sales-marketing,IL
613,M,35-44,writer,NY
5197,F,>56,clerical-admin,TX
2365,M,50-55,executive-managerial,NY
251,M,>56,technician-engineer,MN
24,F,25-34,executive-managerial,NY
5099,M,18-24,other,MA
5316,M,18-24,college-grad student,MN
4882,M,45-49,lawyer,NH
2667,F,35-44,doctor-health care,NJ
4923,M,45-49,tradesman-craftsman,AK
4830,M,<18,K-12 student,MN
1399,M,18-24,technician-engineer,NY
5785,F,25-34,executive-managerial,IL
387,F,35-44,executive-managerial,MN
5398,M,>56,technician-engineer,LA
204,M,25-34,executive-managerial,CA
56,M,35-44,writer,IL
1082,M,45-49,executive-managerial,MI
1809,F,25-34,sales-marketing,NY
5401,F,18-24,academic-educator,DC
4816,F,45-49,doctor-health care,ME
4471,M,25-34,doctor-health care,CA
3716,M,18-24,programmer,AL
4231,F,50-55,tradesman-craftsman,MD
2179,F,25-34,other,NC
2281,M,45-49,lawyer,MI
3816,F,25-34,clerical-admin,CA
5254,M,18-24,college-grad student,FL
5809,M,25-34,executive-managerial,TN
3330,F,35-44,academic-educator,IN
4615,M,25-34,technician-engineer,IL
3220,M,35-44,executive-managerial,WI
4962,M,25-34,doctor-health care,MN
2757,M,25-34,artist,NY
2686,M,25-34,other,AZ
4151,M,45-49,writer,OH
5726,M,25-34,academic-educator,TX
2037,M,>56,sales-marketing,MA
4359,M,18-24,college-grad student,FL
1840,M,25-34,programmer,NY
4301,M,35-44,lawyer,TN
4004,M,50-55,other,MD
1144,M,25-34,executive-managerial,CA
1901,M,50-55,executive-managerial,CA
1156,F,50-55,artist,FL
559,F,25-34,executive-managerial,IL
1198,M,<18,K-12 student,MI
4698,F,25-34,doctor-health care,MN
5900,M,25-34,executive-managerial,IL
4003,M,>56,retired,IN
3465,M,25-34,sales-marketing,OH
3294,M,18-24,college-grad student,TX
1025,M,25-34,self-employed,FL
3867,M,35-44,clerical-admin,OH
5772,M,35-44,executive-managerial,PA
5984,M,25-34,academic-educator,IL
4523,M,18-24,artist,MN
4383,F,18-24,college-grad student,CA
301,M,18-24,college-grad student,IL
2976,M,18-24,writer,AZ
5704,F,18-24,college-grad student,CA
2921,M,50-55,academic-educator,WI
2447,M,25-34,sales-marketing,NH
2215,F,25-34,other,CA
1511,M,35-44,programmer,NJ
2313,F,50-55,doctor-health care,N/A
5182,F,35-44,executive-managerial,MN
1223,M,25-34,artist,IL
4397,M,18-24,college-grad student,OH
5580,M,45-49,executive-managerial,MA
4881,M,45-49,self-employed,MN
2332,M,>56,sales-marketing,MA
3437,F,25-34,other,TN
4912,F,50-55,writer,WA
5540,M,35-44,academic-educator,PA
1727,M,35-44,self-employed,IA
2779,M,35-44,executive-managerial,NY
2394,M,35-44,doctor-health care,TN
3866,M,45-49,sales-marketing,MO
1419,F,25-34,academic-educator,CA
5011,M,18-24,college-grad student,MO
2044,F,45-49,other,MI
192,M,18-24,academic-educator,NY
793,F,35-44,sales-marketing,TN
4104,M,18-24,self-employed,KY
1052,F,35-44,artist,TX
4512,M,25-34,academic-educator,PA
1874,M,45-49,executive-managerial,CA
2291,M,45-49,academic-educator,NY
5351,F,45-49,academic-educator,AZ
911,M,50-55,other,WA
234,M,35-44,executive-managerial,MS
5964,M,18-24,customer service,OR
1859,F,25-34,college-grad student,KS
2015,M,18-24,college-grad student,MA
2328,M,>56,executive-managerial,NY
2644,M,18-24,scientist,OH
2586,M,25-34,writer,IN
2623,M,>56,academic-educator,GA
5946,F,>56,academic-educator,MN
1297,M,25-34,executive-managerial,CA
5,M,25-34,writer,MN
1172,F,25-34,other,IL
2639,F,25-34,doctor-health care,CO
400,F,18-24,clerical-admin,MN
2230,F,45-49,academic-educator,IL
5331,M,35-44,sales-marketing,CT
3581,M,18-24,academic-educator,SD
4246,F,35-44,executive-managerial,MI
1929,F,<18,K-12 student,CA
357,M,18-24,other,WA
12,M,25-34,programmer,FL
4717,M,45-49,technician-engineer,MI
3895,F,35-44,other,MD
3042,M,>56,academic-educator,MI
4511,M,35-44,executive-managerial,IL
5468,M,25-34,programmer,CA
1673,M,<18,K-12 student,N/A
4603,F,35-44,artist,FL
788,M,25-34,other,TN
4721,M,35-44,lawyer,CA
3555,M,>56,executive-managerial,MN
5908,M,25-34,college-grad student,DE
175,F,25-34,artist,CA
5500,F,35-44,writer,NY
3844,M,18-24,college-grad student,OK
4848,F,35-44,doctor-health care,WI
1971,F,25-34,sales-marketing,CO
3810,M,50-55,executive-managerial,DC
716,M,18-24,college-grad student,WA
2780,M,25-34,technician-engineer,CA
9,M,25-34,technician-engineer,IL
4160,M,35-44,writer,NY
1731,F,18-24,other,CA
2886,M,18-24,college-grad student,IL
4035,M,18-24,college-grad student,OH
3968,M,25-34,artist,RI
5248,F,45-49,sales-marketing,VA
2567,M,25-34,other,CT
3542,M,25-34,scientist,NY
2204,M,>56,clerical-admin,CA
4829,M,25-34,other,DC
2273,M,25-34,doctor-health care,VA
4621,M,25-34,college-grad student,CA
3244,F,18-24,college-grad student,CA
4036,M,25-34,academic-educator,IN
1842,M,18-24,college-grad student,WI
934,F,35-44,executive-managerial,OR
1163,M,<18,K-12 student,LA
5494,F,35-44,technician-engineer,CA
5337,F,35-44,clerical-admin,N/A
4400,F,18-24,college-grad student,OH
5445,M,25-34,other,OH
226,M,35-44,academic-educator,CA
589,M,18-24,artist,CA
2468,M,50-55,academic-educator,OH
627,M,50-55,artist,OR
3719,M,25-34,academic-educator,MS
3442,M,18-24,programmer,MD
2728,M,35-44,programmer,NC
3685,M,25-34,customer service,N/A
1217,M,25-34,programmer,CA
626,M,18-24,college-grad student,TX
1315,M,35-44,executive-managerial,TX
2654,F,35-44,homemaker,MI
607,M,25-34,other,OH
3404,M,25-34,farmer,CA
1826,M,45-49,lawyer,MI
622,M,25-34,other,CA
4772,M,>56,technician-engineer,NH
5415,F,25-34,executive-managerial,NH
3740,M,18-24,customer service,MN
4312,M,25-34,tradesman-craftsman,TX
3864,M,50-55,writer,SC
2796,M,25-34,sales-marketing,CA
1570,M,18-24,technician-engineer,TX
4788,M,35-44,executive-managerial,AZ
13,M,45-49,academic-educator,CA
1320,M,25-34,college-grad student,VA
1954,M,25-34,self-employed,CA
3674,M,25-34,writer,SC
4247,M,25-34,college-grad student,WY
5163,M,45-49,doctor-health care,WI
83,F,25-34,artist,CA
171,F,50-55,technician-engineer,MN
1098,M,35-44,executive-managerial,CA
1196,F,18-24,sales-marketing,VA
1367,M,25-34,programmer,WI
3334,M,35-44,other,AE
2805,M,>56,unemployed,CT
4121,M,45-49,executive-managerial,NJ
1202,M,35-44,programmer,OR
3715,M,18-24,customer service,MN
3436,M,35-44,other,WA
4637,F,35-44,homemaker,MI
890,M,18-24,college-grad student,CA
5097,M,>56,self-employed,PA
2343,F,45-49,academic-educator,MA
650,M,25-34,technician-engineer,MI
432,M,45-49,self-employed,MN
4274,F,45-49,academic-educator,ME
2340,M,35-44,artist,MI
3024,M,35-44,technician-engineer,NY
5003,M,35-44,programmer,MI
3758,F,35-44,customer service,MA
1149,M,25-34,programmer,WA
753,M,<18,K-12 student,KY
2804,F,35-44,other,IN
3337,M,25-34,college-grad student,OR
2421,M,35-44,executive-managerial,OH
3326,M,45-49,executive-managerial,MO
2199,M,<18,K-12 student,IL
690,M,25-34,programmer,CA
1757,M,25-34,college-grad student,TX
4583,M,50-55,academic-educator,MI
1027,M,18-24,college-grad student,TX
152,M,18-24,college-grad student,MI
4501,M,25-34,technician-engineer,CA
2606,M,50-55,executive-managerial,FL
3838,F,25-34,sales-marketing,NY
821,M,18-24,artist,NY
1402,M,18-24,college-grad student,CA
1912,M,25-34,college-grad student,CA
134,M,25-34,other,KS
2488,F,45-49,artist,GA
140,F,35-44,academic-educator,MN
2806,M,<18,K-12 student,PA
2802,M,35-44,writer,NY
1090,M,25-34,executive-managerial,CA
2092,M,>56,academic-educator,MI
1958,F,25-34,academic-educator,PA
2865,F,25-34,doctor-health care,MD
639,M,45-49,technician-engineer,AZ
954,F,25-34,other,MD
6019,M,25-34,other,NY
3380,M,50-55,other,MD
5856,F,25-34,executive-managerial,TX
2778,M,>56,retired,CA
1197,M,35-44,academic-educator,OH
4953,M,35-44,programmer,MN
4319,M,35-44,executive-managerial,OH
3567,M,25-34,sales-marketing,WI
2235,M,<18,K-12 student,IN
5771,M,25-34,executive-managerial,CA
5180,M,35-44,lawyer,AZ
4352,M,18-24,college-grad student,NY
2768,M,25-34,technician-engineer,CA
1461,F,45-49,other,CA
1088,F,<18,K-12 student,WA
1468,M,<18,sales-marketing,PA
1430,M,18-24,college-grad student,OR
3957,M,35-44,lawyer,KY
334,F,>56,artist,MN
2674,M,25-34,college-grad student,CA
2439,M,45-49,technician-engineer,MI
3759,M,35-44,doctor-health care,WI
4745,F,18-24,college-grad student,CT
4803,F,25-34,self-employed,OH
3726,M,25-34,technician-engineer,CA
4639,M,35-44,lawyer,MD
5513,M,35-44,academic-educator,CA
697,F,50-55,doctor-health care,OR
74,M,35-44,sales-marketing,CA
5721,M,45-49,lawyer,CA
5488,M,25-34,scientist,CA
2403,M,18-24,college-grad student,TN
2739,F,35-44,executive-managerial,CA
4969,M,18-24,unemployed,CA
5929,F,35-44,other,FL
1200,M,<18,other,OR
284,M,25-34,programmer,CA
1768,M,45-49,self-employed,TX
438,M,18-24,lawyer,WI
3274,M,25-34,writer,MA
5597,F,18-24,college-grad student,CA
4851,M,18-24,technician-engineer,OH
1521,F,25-34,executive-managerial,NJ
1207,M,50-55,other,OH
5691,M,35-44,sales-marketing,KS
540,M,18-24,academic-educator,PA
2835,M,35-44,writer,IL
2185,M,45-49,technician-engineer,NC
3660,M,35-44,executive-managerial,PA
2736,M,45-49,programmer,CO
1751,M,35-44,writer,TX
4339,M,25-34,artist,TX
2903,M,25-34,self-employed,MD
3709,M,25-34,programmer,NV
168,F,50-55,other,IN
3228,M,25-34,sales-marketing,VT
1588,M,25-34,lawyer,VA
2542,F,45-49,retired,TN
99,F,<18,K-12 student,PA
3833,M,25-34,academic-educator,NE
5348,M,18-24,customer service,MN
3669,M,25-34,sales-marketing,IL
5326,M,25-34,artist,MN
1830,M,18-24,college-grad student,NY
4414,M,25-34,college-grad student,KY
5100,M,50-55,doctor-health care,N/A
1541,M,>56,technician-engineer,N/A
4210,M,25-34,technician-engineer,AZ
4087,M,<18,college-grad student,MO
1178,M,>56,other,MI
5912,M,25-34,academic-educator,TX
5711,M,25-34,executive-managerial,IN
5665,M,18-24,college-grad student,N/A
4300,F,18-24,college-grad student,WA
1418,M,18-24,college-grad student,MI
1818,M,<18,farmer,N/A
1434,F,<18,K-12 student,N/A
1325,M,25-34,academic-educator,TX
3003,M,18-24,scientist,CA
3333,M,18-24,self-employed,N/A
1978,M,<18,K-12 student,OH
2573,M,45-49,self-employed,CA
5001,F,25-34,artist,MO
1775,M,25-34,college-grad student,LA
3215,F,50-55,retired,MN
5010,M,45-49,scientist,MO
381,M,35-44,technician-engineer,NV
3123,M,25-34,artist,CA
4600,M,25-34,other,IN
4963,M,45-49,technician-engineer,CA
181,M,18-24,technician-engineer,FL
4038,M,50-55,doctor-health care,N/A
25,M,18-24,college-grad student,MA
1160,M,18-24,sales-marketing,NJ
2263,M,25-34,doctor-health care,LA
3946,F,25-34,programmer,VA
761,M,18-24,executive-managerial,N/A
3905,M,25-34,technician-engineer,N/A
4664,F,45-49,executive-managerial,TX
5228,M,<18,other,TX
2223,M,25-34,artist,IL
